Market,AREA,A_MEAN,A_MEAN_ME,A_MEAN_SE,A_MEDIAN,A_MEDIAN_ME,A_MEDIAN_SE,EMP_PRSE,JOBS_1000,JOBS_1000_ME,JOBS_1000_SE,MEAN_PRSE,OCC_CODE,OCC_TITLE,PRIM_STATE,TOT_EMP,TOT_EMP_ME,TOT_EMP_SE,YEAR
"Davenport-Moline-Rock Island, IA-IL",19340,65510.0,5007.5844,2554.89,62020.0,6276.0055285200015,3202.0436370000007,13.3,18.44405125730524,4.80799528175433,2.453058817221597,3.9,15-0000,Computer and mathematical science occupations,IA,3440.0,896.7392,457.52,2008
"Des Moines-West Des Moines, IA",19780,66940.0,1705.6312,870.22,64830.0,2137.66758296,1090.646726,4.4,38.74151006609204,3.341067828099778,1.70462644290805,1.3,15-0000,Computer and mathematical science occupations,IA,12720.0,1096.9728,559.6800000000001,2008
"Dubuque, IA",20220,51850.0,3353.658,1711.05,49500.0,4203.139571399999,2144.458965,7.4,9.889470622454915,1.434368819080861,0.7318208260616638,3.3,15-0000,Computer and mathematical science occupations,IA,510.0,73.9704,37.74,2008
"Iowa City, IA",26980,57450.0,2252.04,1149.0,55630.0,2822.481732,1440.0417000000002,3.7,21.64090368608799,1.569398335315101,0.8007134363852557,2.0,15-0000,Computer and mathematical science occupations,IA,1820.0,131.9864,67.34,2008
"Sioux City, IA-NE-SD",43580,60240.0,4604.7456,2349.36,58420.0,5771.1276604800005,2944.4528880000003,5.9,12.231584669747214,1.4144604512095678,0.7216634955150856,3.9,15-0000,Computer and mathematical science occupations,IA,900.0,104.07600000000001,53.1,2008
"Waterloo-Cedar Falls, IA",47940,51500.0,3331.02,1699.5,48690.0,4174.767366000001,2129.9833500000004,15.5,9.172234175065112,2.786524742384781,1.4216962971350924,3.3,15-0000,Computer and mathematical science occupations,IA,810.0,246.078,125.55,2008
"Boise City-Nampa, ID",14260,60190.0,6252.5372,3190.07,55660.0,7836.30487276,3998.114731,7.6,24.18903803131991,3.6031991051454133,1.838366890380313,5.3,15-0000,Computer and mathematical science occupations,ID,6920.0,1030.8031999999998,525.92,2008
"Coeur d'Alene, ID",17660,53270.0,6577.779600000001,3356.01,44940.0,8243.93117268,4206.087333,16.1,20.02071108042803,6.31773558853987,3.2233344839489133,6.3,15-0000,Computer and mathematical science occupations,ID,1160.0,366.0496,186.76,2008
"Idaho Falls, ID",26820,59860.0,7274.1872,3711.32,53860.0,9116.73881776,4651.397356,28.1,17.033492822966508,9.381366507177034,4.786411483253589,6.2,15-0000,Computer and mathematical science occupations,ID,890.0,490.1764,250.09,2008
"Lewiston, ID-WA",30300,54190.0,6585.1688,3359.78,50160.0,8253.19205704,4210.812274,31.1,10.224144710971293,6.232229650019661,3.179709005112072,6.2,15-0000,Computer and mathematical science occupations,ID,260.0,158.4856,80.86,2008
"Bloomington-Normal, IL",14060,79680.0,5153.7024,2629.44,77600.0,6459.13521792,3295.4771520000004,21.6,76.42351849704279,32.354660790908035,16.507479995361244,3.3,15-0000,Computer and mathematical science occupations,IL,6590.0,2789.9424,1423.44,2008
"Champaign-Urbana, IL",16580,61130.0,4792.592,2445.2,57330.0,6006.555553600001,3064.5691600000005,13.7,17.21238500346226,4.621869621129685,2.358096745474329,4.0,15-0000,Computer and mathematical science occupations,IL,1740.0,467.22479999999996,238.38,2008
"Chicago-Naperville-Joliet, IL Metropolitan Division",16974,77240.0,1816.6848,926.88,73830.0,2276.8510598400003,1161.6587040000002,3.0,27.915314560870932,1.6414204961792107,0.8374594368261279,1.2,15-0000,Computer and mathematical science occupations,IL,106670.0,6272.196,3200.1,2008
"Danville, IL",19180,45540.0,6158.8296,3142.26,41690.0,7718.861137680001,3938.1944580000004,12.0,7.311977715877438,1.719777158774373,0.8774373259052924,6.9,15-0000,Computer and mathematical science occupations,IL,210.0,49.391999999999996,25.2,2008
"Decatur, IL",19500,69920.0,8907.808,4544.8,69370.0,11164.1557664,5695.99784,19.6,8.201105366375467,3.1505366375467996,1.6074166518095916,6.5,15-0000,Computer and mathematical science occupations,IL,460.0,176.71359999999999,90.16,2008
"Kankakee-Bradley, IL",28100,55620.0,4578.6384,2336.04,51810.0,5738.407506719999,2927.7589319999997,17.5,4.0274816394219375,1.3814262023217247,0.7048092868988391,4.2,15-0000,Computer and mathematical science occupations,IL,170.0,58.31,29.75,2008
"Lake County-Kenosha County, IL-WI Metropolitan Division",29404,75950.0,5061.308,2582.3,72450.0,6343.3373164,3236.3965900000003,11.7,27.280994240678993,6.256077599272507,3.1918763261594423,3.4,15-0000,Computer and mathematical science occupations,IL,10800.0,2476.656,1263.6,2008
"Peoria, IL",37900,62060.0,5108.7792,2606.52,56870.0,6402.832971360001,3266.7515160000003,15.6,12.204507971412864,3.731650357339197,1.9039032435404066,4.2,15-0000,Computer and mathematical science occupations,IL,2220.0,678.7872,346.32,2008
"Rockford, IL",40420,54610.0,3746.2459999999996,1911.35,54290.0,4695.1701118,2395.494955,8.2,7.521234519872918,1.2088128120339752,0.6167412306295792,3.5,15-0000,Computer and mathematical science occupations,IL,1160.0,186.4352,95.12,2008
"Springfield, IL",44100,69440.0,6941.2224,3541.44,68600.0,8699.43403392,4438.486752000001,10.8,30.223390275952692,6.397687253613666,3.264126149802891,5.1,15-0000,Computer and mathematical science occupations,IL,3220.0,681.6096,347.76,2008
"Anderson, IN",11300,49570.0,3691.9736000000003,1883.66,47360.0,4627.15051288,2360.791078,7.7,4.274578828262509,0.6451194367613778,0.3291425697762132,3.8,15-0000,Computer and mathematical science occupations,IN,170.0,25.656399999999998,13.09,2008
"Bloomington, IN",14020,52530.0,2368.0523999999996,1208.1899999999998,48390.0,2967.8800729199997,1514.2245269999999,3.4,23.243315867257824,1.548934569394061,0.7902727394867659,2.3,15-0000,Computer and mathematical science occupations,IN,1730.0,115.2872,58.82,2008
"Columbus, IN",18020,67080.0,6310.8864,3219.84,65500.0,7909.433925120001,4035.4254720000004,11.6,21.242207342415146,4.829628261371507,2.4640960517201567,4.8,15-0000,Computer and mathematical science occupations,IN,920.0,209.1712,106.72,2008
"Elkhart-Goshen, IN",21140,54660.0,5570.9472000000005,2842.32,49990.0,6982.06812576,3562.279656,5.9,5.992388047615192,0.6929597538262209,0.35355089480929636,5.2,15-0000,Computer and mathematical science occupations,IN,740.0,85.57359999999998,43.66,2008
"Evansville, IN-KY",21780,54190.0,2655.31,1354.75,52800.0,3327.900023,1697.908175,14.8,11.63670215860825,3.3755745621690814,1.7222319194740212,2.5,15-0000,Computer and mathematical science occupations,IN,2000.0,580.16,296.0,2008
"Fort Wayne, IN",23060,65260.0,3837.288,1957.8,63250.0,4809.273050400001,2453.7107400000004,14.2,22.056757516156225,6.1388367518966,3.1320595672941836,3.0,15-0000,Computer and mathematical science occupations,IN,4710.0,1310.8872000000001,668.82,2008
"Gary, IN Metropolitan Division",23844,57730.0,4978.635200000001,2540.1200000000003,53320.0,6239.723496160001,3183.5323960000005,7.8,6.877828054298643,1.0514823529411765,0.5364705882352941,4.4,15-0000,Computer and mathematical science occupations,IN,1900.0,290.472,148.2,2008
"Indianapolis-Carmel, IN",26900,66360.0,1560.7872,796.32,63950.0,1956.1345977600001,998.027856,6.1,24.598232555052924,2.940964684282127,1.500492185858228,1.2,15-0000,Computer and mathematical science occupations,IN,22240.0,2659.0144,1356.64,2008
"Lafayette, IN",29140,55070.0,2590.4928,1321.68,52290.0,3246.66462624,1656.461544,6.5,16.698473282442748,2.1273854961832064,1.0854007633587788,2.4,15-0000,Computer and mathematical science occupations,IN,1400.0,178.35999999999999,91.0,2008
"Michigan City-La Porte, IN",33140,52160.0,4804.9792,2451.52,49130.0,6022.08043136,3072.490016,13.8,6.101694915254237,1.650386440677966,0.8420338983050847,4.7,15-0000,Computer and mathematical science occupations,IN,270.0,73.02959999999999,37.26,2008
"Muncie, IN",34620,51440.0,3226.3167999999996,1646.08,48880.0,4043.5428454400007,2063.0320640000004,7.7,14.30401366353544,2.1587617421007685,1.1014090520922288,3.2,15-0000,Computer and mathematical science occupations,IN,670.0,101.1164,51.59,2008
"South Bend-Mishawaka, IN-MI",43780,57290.0,6175.861999999999,3150.95,55340.0,7740.2078446000005,3949.0856350000004,15.4,17.004529590851714,5.132647211702682,2.618697556991164,5.5,15-0000,Computer and mathematical science occupations,IN,2290.0,691.2136,352.66,2008
"Terre Haute, IN",45460,52970.0,3841.3844,1959.89,51030.0,4814.4070685199995,2456.330137,4.7,6.822470605312818,0.6284859921614168,0.32065611844970243,3.7,15-0000,Computer and mathematical science occupations,IN,470.0,43.2964,22.09,2008
"Lawrence, KS",29940,51040.0,4801.8432,2449.92,46510.0,6018.150082560001,3070.4847360000003,32.5,21.938232161874332,13.97465388711395,7.129925452609158,4.8,15-0000,Computer and mathematical science occupations,KS,1030.0,656.11,334.75,2008
"Topeka, KS",45820,59840.0,2580.3008,1316.48,58880.0,3233.89099264,1649.9443840000001,7.6,22.683618403000093,3.3789517973108936,1.723954998628007,2.2,15-0000,Computer and mathematical science occupations,KS,2480.0,369.4208,188.48,2008
"Wichita, KS",48620,58040.0,3754.0272,1915.32,54760.0,4704.92228976,2400.470556,3.4,17.453156386867324,1.1630783416208386,0.593407317153489,3.3,15-0000,Computer and mathematical science occupations,KS,5300.0,353.19199999999995,180.2,2008
"Bowling Green, KY",14540,52390.0,4723.482399999999,2409.9399999999996,48810.0,5919.94049192,3020.377802,28.4,9.427494000685636,5.247720260541652,2.6774082961947205,4.6,15-0000,Computer and mathematical science occupations,KY,550.0,306.152,156.2,2008
"Elizabethtown, KY",21060,59600.0,4205.375999999999,2145.6,60200.0,5270.5977408,2689.08048,15.7,16.072214883311315,4.945741963892558,2.5233377366798764,3.6,15-0000,Computer and mathematical science occupations,KY,730.0,224.63559999999998,114.61,2008
"Lexington-Fayette, KY",30460,59640.0,8182.608,4174.8,55670.0,10255.262606400001,5232.27684,6.9,25.07228581613657,3.3907759337743104,1.7299877213134236,7.0,15-0000,Computer and mathematical science occupations,KY,6330.0,856.0691999999999,436.77,2008
"Louisville-Jefferson County, KY-IN",31140,62520.0,1838.088,937.8,60300.0,2303.6756904,1175.34474,4.2,19.245710585950146,1.584306895435416,0.8083198446099061,1.5,15-0000,Computer and mathematical science occupations,KY,11890.0,978.7848,499.38,2008
"Owensboro, KY",36980,51830.0,3047.6040000000003,1554.9,47000.0,3819.5620931999997,1948.7561699999999,18.8,7.975460122699387,2.93879754601227,1.4993865030674849,3.0,15-0000,Computer and mathematical science occupations,KY,390.0,143.70719999999997,73.32,2008
"Alexandria, LA",10780,54370.0,5967.651199999999,3044.72,50380.0,7479.25724896,3815.947576,15.3,5.128205128205129,1.537846153846154,0.7846153846153847,5.6,15-0000,Computer and mathematical science occupations,LA,320.0,95.9616,48.96,2008
"Baton Rouge, LA",12940,53890.0,2112.488,1077.8,51490.0,2647.5812104,1350.80674,4.4,15.02739651711604,1.2959626756360876,0.6612054467531059,2.0,15-0000,Computer and mathematical science occupations,LA,5540.0,477.7696000000001,243.76000000000005,2008
"Houma-Bayou Cane-Thibodaux, LA",26380,45780.0,3768.6096,1922.76,44510.0,4723.19841168,2409.7951080000003,10.5,2.963276537199704,0.609842311355699,0.3111440364059689,4.2,15-0000,Computer and mathematical science occupations,LA,280.0,57.623999999999995,29.4,2008
"Lafayette, LA",29180,49080.0,2693.5104,1374.24,45530.0,3375.7765843200004,1722.3349920000003,6.3,8.588957055214724,1.060564417177914,0.5411042944785276,2.8,15-0000,Computer and mathematical science occupations,LA,1260.0,155.5848,79.38,2008
"Lake Charles, LA",29340,53580.0,3675.5879999999997,1875.3,49960.0,4606.6144404,2350.31349,15.4,5.953718265558302,1.7970703212761179,0.9168726128959785,3.5,15-0000,Computer and mathematical science occupations,LA,530.0,159.9752,81.62,2008
"Monroe, LA",33740,44780.0,2106.4512,1074.72,41760.0,2640.01528896,1346.946576,3.9,10.47323506594259,0.8005740884406516,0.408456167571761,2.4,15-0000,Computer and mathematical science occupations,LA,810.0,61.916399999999996,31.59,2008
"New Orleans-Metairie-Kenner, LA",35380,60040.0,3530.352,1801.2,57110.0,4424.5901616,2257.44396,5.2,11.679568515608327,1.1903816231108006,0.607337562811633,3.0,15-0000,Computer and mathematical science occupations,LA,6020.0,613.5584,313.04,2008
"Shreveport-Bossier City, LA",43340,50540.0,3367.9855999999995,1718.36,47020.0,4221.09635248,2153.620588,5.4,6.794176420211247,0.7190956323151585,0.3668855266914074,3.4,15-0000,Computer and mathematical science occupations,LA,1190.0,125.9496,64.26,2008
"Barnstable Town, MA",70900,71380.0,7414.9544,3783.14,68040.0,9293.16234952,4741.409362,8.9,8.12172303896371,1.4167533669168297,0.7228333504677703,5.3,15-0000,Computer and mathematical science occupations,MA,790.0,137.8076,70.31,2008
"Boston-Cambridge-Quincy, MA NECTA Division",71654,88120.0,1727.152,881.2,84770.0,2164.6396016,1104.40796,2.5,49.29278106784527,2.415346272324418,1.2323195266961318,1.0,15-0000,Computer and mathematical science occupations,MA,84650.0,4147.85,2116.25,2008
"Brockton-Bridgewater-Easton, MA NECTA Division",72104,66210.0,3374.0616,1721.46,63630.0,4228.71140328,2157.505818,8.3,6.671189507010403,1.0852691090004525,0.5537087290818635,2.6,15-0000,Computer and mathematical science occupations,MA,590.0,95.9812,48.97,2008
"Framingham, MA NECTA Division",73104,95280.0,7656.700799999999,3906.4799999999996,91650.0,9596.143112639998,4895.991383999999,7.2,69.83969181061265,9.855777308313659,5.028457810364111,4.1,15-0000,Computer and mathematical science occupations,MA,11240.0,1586.1888,809.28,2008
"Haverhill-North Andover-Amesbury, MA-NH NECTA Division",73604,76910.0,7084.9492,3614.77,71100.0,8879.56683236,4530.391241,6.9,17.460317460317462,2.3613333333333335,1.204761904761905,4.7,15-0000,Computer and mathematical science occupations,MA,1320.0,178.5168,91.08,2008
"Lawrence-Methuen-Salem, MA-NH NECTA Division",74204,76840.0,4066.3727999999996,2074.68,73630.0,5096.385030240001,2600.196444,10.0,19.36496859734822,3.795533845080251,1.936496859734822,2.7,15-0000,Computer and mathematical science occupations,MA,1110.0,217.56,111.0,2008
"Leominster-Fitchburg-Gardner, MA",74500,66990.0,6433.7196,3282.51,62490.0,8063.380774680001,4113.9697830000005,11.3,8.978451715881883,1.9885474860335197,1.014565043894653,4.9,15-0000,Computer and mathematical science occupations,MA,450.0,99.666,50.85,2008
"Lowell-Billerica-Chelmsford, MA-NH NECTA Division",74804,95220.0,3545.9928,1809.18,95190.0,4444.19277624,2267.445294,4.0,67.81948544917756,5.317047659215521,2.7127794179671025,1.9,15-0000,Computer and mathematical science occupations,MA,8040.0,630.336,321.6,2008
"New Bedford, MA",75550,63560.0,4484.7936,2288.16,62110.0,5620.79181888,2867.7509280000004,10.0,5.645287752861847,1.1064763995609221,0.5645287752861847,3.6,15-0000,Computer and mathematical science occupations,MA,360.0,70.56,36.0,2008
"Peabody, MA NECTA Division",76524,74210.0,3636.29,1855.25,72400.0,4557.362257000001,2325.1848250000003,23.5,14.925373134328357,6.874626865671641,3.507462686567164,2.5,15-0000,Computer and mathematical science occupations,MA,1530.0,704.718,359.55,2008
"Pittsfield, MA",76600,61450.0,4335.911999999999,2212.2,55440.0,5434.1985096,2772.55026,19.3,14.417177914110429,5.4537300613496935,2.782515337423313,3.6,15-0000,Computer and mathematical science occupations,MA,470.0,177.7916,90.71,2008
"Springfield, MA-CT",78100,65590.0,3213.91,1639.75,63590.0,4027.9934030000004,2055.098675,12.6,14.938370846730976,3.689180064308682,1.882234726688103,2.5,15-0000,Computer and mathematical science occupations,MA,4460.0,1101.4416,561.96,2008
"Taunton-Norton-Raynham, MA NECTA Division",78254,80710.0,6327.664,3228.4,77550.0,7930.4612912,4046.1537200000002,15.7,21.473051320592656,6.607687352372771,3.3712690573330466,4.0,15-0000,Computer and mathematical science occupations,MA,1000.0,307.71999999999997,157.0,2008
"Worcester, MA-CT",79600,76260.0,2839.9224,1448.94,73580.0,3559.2747439199998,1815.956502,6.4,23.235975139131497,2.914720721452655,1.4871024089044158,1.9,15-0000,Computer and mathematical science occupations,MA,5720.0,717.5168,366.08,2008
"Baltimore-Towson, MD",12580,81810.0,2565.5616,1308.96,78870.0,3215.4183532800002,1640.5195680000002,2.4,33.99779114759922,1.5992560955830675,0.8159469875423814,1.6,15-0000,Computer and mathematical science occupations,MD,44020.0,2070.7008,1056.48,2008
"Bethesda-Gaithersburg-Frederick, MD Metropolitan Division",13644,86770.0,2721.1072,1388.32,85680.0,3410.3636537600005,1739.9814560000002,2.8,58.700283465676,3.221471556596299,1.643607937038928,1.6,15-0000,Computer and mathematical science occupations,MD,33340.0,1829.6992,933.52,2008
"Cumberland, MD-WV",19060,55550.0,4246.241999999999,2166.45,49930.0,5321.815098600001,2715.2117850000004,11.0,6.832467887400928,1.4730800765236398,0.751571467614102,3.9,15-0000,Computer and mathematical science occupations,MD,250.0,53.9,27.5,2008
"Hagerstown-Martinsburg, MD-WV",25180,66020.0,6599.3592,3367.02,62660.0,8270.97688536,4219.886166,10.5,18.13808998897685,3.7328189197314363,1.9044994488425695,5.1,15-0000,Computer and mathematical science occupations,MD,1810.0,372.498,190.05,2008
"Salisbury, MD",41540,53990.0,3703.714,1889.65,54090.0,4641.864756200001,2368.298345,7.9,9.177748642067803,1.4210825997377785,0.7250421427233564,3.5,15-0000,Computer and mathematical science occupations,MD,490.0,75.8716,38.71,2008
"Bangor, ME",70750,54380.0,2664.62,1359.5,51950.0,3339.5682460000003,1703.8613500000001,25.7,11.77968799745304,5.933664438077044,3.027379815345431,2.5,15-0000,Computer and mathematical science occupations,ME,740.0,372.7528,190.18,2008
"Lewiston-Auburn, ME",74650,51970.0,2444.6688,1247.28,51060.0,3063.9034070400003,1563.216024,7.9,10.144045445323595,1.5707039967539056,0.801379590180564,2.4,15-0000,Computer and mathematical science occupations,ME,500.0,77.42,39.5,2008
"Portland-South Portland-Biddeford, ME",76750,63870.0,2879.2596,1469.01,61810.0,3608.57605668,1841.110233,2.8,21.49083258190562,1.1794168920949804,0.6017433122933573,2.3,15-0000,Computer and mathematical science occupations,ME,4290.0,235.4352,120.12,2008
"Ann Arbor, MI",11460,66650.0,5355.994,2732.65,64290.0,6712.6672802,3424.830245,6.8,32.46580446005642,4.327042418436319,2.2076747032838364,4.1,15-0000,Computer and mathematical science occupations,MI,6100.0,813.008,414.8,2008
"Battle Creek, MI",12980,62250.0,4880.4,2490.0,63440.0,6116.60532,3120.717,6.0,10.009099181073703,1.1770700636942675,0.6005459508644222,4.0,15-0000,Computer and mathematical science occupations,MI,550.0,64.67999999999999,33.0,2008
"Detroit-Livonia-Dearborn, MI Metropolitan Division",19804,77150.0,2721.852,1388.7,76290.0,3411.2971116000003,1740.4577100000001,6.0,26.101227597978074,3.0695043655222216,1.5660736558786845,1.8,15-0000,Computer and mathematical science occupations,MI,19880.0,2337.888,1192.8,2008
