Occupation,OCC_CODE,OCC_GROUP,A_MEDIAN
Information Security Analysts,15-1122,detailed,68500.0
"Software Developers, Applications",15-1132,detailed,83300.0
Network and Computer Systems Administrators,15-1142,detailed,69850.0
Computer Network Architects,15-1143,detailed,74990.0
Computer User Support Specialists,15-1151,detailed,40050.0
"Computer Occupations, All Other",15-1199,detailed,72040.0
Computer and Information Research Scientists,15-1111,detailed,78410.0
Computer Systems Analysts,15-1121,detailed,71120.0
Information Security Analysts,15-1122,detailed,72320.0
Computer Programmers,15-1131,detailed,64140.0
"Software Developers, Applications",15-1132,detailed,120810.0
"Software Developers, Systems Software",15-1133,detailed,93250.0
Web Developers,15-1134,detailed,49450.0
Database Administrators,15-1141,detailed,74130.0
Network and Computer Systems Administrators,15-1142,detailed,71620.0
Computer Network Architects,15-1143,detailed,98070.0
Computer User Support Specialists,15-1151,detailed,43100.0
"Computer Occupations, All Other",15-1199,detailed,70030.0
Computer Systems Analysts,15-1121,detailed,59990.0
"Software Developers, Applications",15-1132,detailed,73150.0
Web Developers,15-1134,detailed,49310.0
Network and Computer Systems Administrators,15-1142,detailed,67960.0
Computer User Support Specialists,15-1151,detailed,43610.0
Computer Systems Analysts,15-1121,detailed,66390.0
Information Security Analysts,15-1122,detailed,71170.0
Computer Programmers,15-1131,detailed,65260.0
"Software Developers, Applications",15-1132,detailed,68070.0
"Software Developers, Systems Software",15-1133,detailed,78860.0
Web Developers,15-1134,detailed,61980.0
Database Administrators,15-1141,detailed,66140.0
Network and Computer Systems Administrators,15-1142,detailed,68440.0
Computer Network Architects,15-1143,detailed,109430.0
Computer User Support Specialists,15-1151,detailed,46000.0
"Computer Occupations, All Other",15-1199,detailed,77320.0
Actuaries,15-2011,detailed,77310.0
Operations Research Analysts,15-2031,detailed,55940.0
Computer Systems Analysts,15-1121,detailed,69300.0
Information Security Analysts,15-1122,detailed,67500.0
Computer Programmers,15-1131,detailed,60270.0
"Software Developers, Applications",15-1132,detailed,92490.0
"Software Developers, Systems Software",15-1133,detailed,88080.0
Web Developers,15-1134,detailed,47990.0
Database Administrators,15-1141,detailed,73200.0
Network and Computer Systems Administrators,15-1142,detailed,65050.0
Computer Network Architects,15-1143,detailed,81580.0
Computer User Support Specialists,15-1151,detailed,41520.0
Computer Network Support Specialists,15-1152,detailed,52240.0
"Computer Occupations, All Other",15-1199,detailed,75970.0
Actuaries,15-2011,detailed,100480.0
Operations Research Analysts,15-2031,detailed,87740.0
Computer Systems Analysts,15-1121,detailed,67520.0
"Software Developers, Applications",15-1132,detailed,63540.0
Web Developers,15-1134,detailed,51310.0
Network and Computer Systems Administrators,15-1142,detailed,60460.0
Computer User Support Specialists,15-1151,detailed,38570.0
Computer Network Support Specialists,15-1152,detailed,56140.0
Computer Systems Analysts,15-1121,detailed,74710.0
Computer Programmers,15-1131,detailed,59830.0
"Software Developers, Systems Software",15-1133,detailed,82230.0
Network and Computer Systems Administrators,15-1142,detailed,58100.0
Computer User Support Specialists,15-1151,detailed,39610.0
"Computer Occupations, All Other",15-1199,detailed,84190.0
Operations Research Analysts,15-2031,detailed,100120.0
Computer Systems Analysts,15-1121,detailed,85030.0
Information Security Analysts,15-1122,detailed,86820.0
Computer Programmers,15-1131,detailed,63510.0
"Software Developers, Applications",15-1132,detailed,74420.0
"Software Developers, Systems Software",15-1133,detailed,80720.0
Web Developers,15-1134,detailed,76610.0
Database Administrators,15-1141,detailed,67310.0
Network and Computer Systems Administrators,15-1142,detailed,61260.0
Computer Network Architects,15-1143,detailed,74330.0
Computer User Support Specialists,15-1151,detailed,46360.0
Computer Network Support Specialists,15-1152,detailed,57560.0
"Computer Occupations, All Other",15-1199,detailed,76170.0
Operations Research Analysts,15-2031,detailed,49550.0
Computer Systems Analysts,15-1121,detailed,70700.0
Information Security Analysts,15-1122,detailed,80320.0
Computer Programmers,15-1131,detailed,76060.0
"Software Developers, Applications",15-1132,detailed,78730.0
"Software Developers, Systems Software",15-1133,detailed,88270.0
Web Developers,15-1134,detailed,62340.0
Database Administrators,15-1141,detailed,82910.0
Network and Computer Systems Administrators,15-1142,detailed,67830.0
Computer Network Architects,15-1143,detailed,82110.0
Computer User Support Specialists,15-1151,detailed,42150.0
Computer Network Support Specialists,15-1152,detailed,52690.0
"Computer Occupations, All Other",15-1199,detailed,80270.0
Operations Research Analysts,15-2031,detailed,74460.0
Statisticians,15-2041,detailed,86600.0
Information Security Analysts,15-1122,detailed,40360.0
"Software Developers, Applications",15-1132,detailed,93750.0
Network and Computer Systems Administrators,15-1142,detailed,59050.0
Computer User Support Specialists,15-1151,detailed,43720.0
Network and Computer Systems Administrators,15-1142,detailed,55510.0
Computer User Support Specialists,15-1151,detailed,49770.0
"Computer Occupations, All Other",15-1199,detailed,69970.0
Computer Systems Analysts,15-1121,detailed,68150.0
Information Security Analysts,15-1122,detailed,69490.0
Computer Programmers,15-1131,detailed,59090.0
"Software Developers, Applications",15-1132,detailed,68620.0
"Software Developers, Systems Software",15-1133,detailed,71790.0
Web Developers,15-1134,detailed,44540.0
Database Administrators,15-1141,detailed,92430.0
Network and Computer Systems Administrators,15-1142,detailed,58290.0
Computer Network Architects,15-1143,detailed,82940.0
Computer User Support Specialists,15-1151,detailed,45630.0
Computer Network Support Specialists,15-1152,detailed,44060.0
"Computer Occupations, All Other",15-1199,detailed,63040.0
Computer Systems Analysts,15-1121,detailed,57930.0
Computer Programmers,15-1131,detailed,57430.0
"Software Developers, Applications",15-1132,detailed,99430.0
Network and Computer Systems Administrators,15-1142,detailed,65810.0
"Computer Occupations, All Other",15-1199,detailed,55970.0
Computer Programmers,15-1131,detailed,63500.0
Network and Computer Systems Administrators,15-1142,detailed,67940.0
Computer User Support Specialists,15-1151,detailed,41970.0
Computer Network Support Specialists,15-1152,detailed,46370.0
"Computer Occupations, All Other",15-1199,detailed,38850.0
Computer Systems Analysts,15-1121,detailed,57450.0
Computer Programmers,15-1131,detailed,61770.0
"Software Developers, Applications",15-1132,detailed,63090.0
"Software Developers, Systems Software",15-1133,detailed,55910.0
Web Developers,15-1134,detailed,58510.0
Database Administrators,15-1141,detailed,75890.0
Network and Computer Systems Administrators,15-1142,detailed,60310.0
Computer User Support Specialists,15-1151,detailed,40480.0
Computer Network Support Specialists,15-1152,detailed,43410.0
"Computer Occupations, All Other",15-1199,detailed,60300.0
Computer Systems Analysts,15-1121,detailed,74150.0
Computer Programmers,15-1131,detailed,64050.0
Network and Computer Systems Administrators,15-1142,detailed,48070.0
Computer User Support Specialists,15-1151,detailed,42770.0
Computer Network Support Specialists,15-1152,detailed,40120.0
"Computer Occupations, All Other",15-1199,detailed,54740.0
Computer Systems Analysts,15-1121,detailed,66820.0
Computer Programmers,15-1131,detailed,60020.0
"Software Developers, Applications",15-1132,detailed,71180.0
Network and Computer Systems Administrators,15-1142,detailed,56670.0
Computer User Support Specialists,15-1151,detailed,38520.0
Computer Network Support Specialists,15-1152,detailed,55980.0
"Computer Occupations, All Other",15-1199,detailed,39840.0
Computer Systems Analysts,15-1121,detailed,67750.0
Information Security Analysts,15-1122,detailed,73590.0
Computer Programmers,15-1131,detailed,67410.0
"Software Developers, Applications",15-1132,detailed,74810.0
"Software Developers, Systems Software",15-1133,detailed,72190.0
Web Developers,15-1134,detailed,58410.0
Database Administrators,15-1141,detailed,85630.0
Network and Computer Systems Administrators,15-1142,detailed,62050.0
Computer Network Architects,15-1143,detailed,53000.0
Computer User Support Specialists,15-1151,detailed,41300.0
Computer Network Support Specialists,15-1152,detailed,53170.0
"Computer Occupations, All Other",15-1199,detailed,76160.0
Operations Research Analysts,15-2031,detailed,57020.0
Computer Systems Analysts,15-1121,detailed,54200.0
Computer Programmers,15-1131,detailed,60910.0
"Software Developers, Applications",15-1132,detailed,102370.0
"Software Developers, Systems Software",15-1133,detailed,71490.0
Database Administrators,15-1141,detailed,73950.0
Network and Computer Systems Administrators,15-1142,detailed,60120.0
Computer User Support Specialists,15-1151,detailed,51350.0
Computer Network Support Specialists,15-1152,detailed,45170.0
"Computer Occupations, All Other",15-1199,detailed,70320.0
Computer Systems Analysts,15-1121,detailed,82380.0
Computer Programmers,15-1131,detailed,95900.0
"Software Developers, Applications",15-1132,detailed,86480.0
"Software Developers, Systems Software",15-1133,detailed,105730.0
Web Developers,15-1134,detailed,68450.0
Network and Computer Systems Administrators,15-1142,detailed,69190.0
Computer User Support Specialists,15-1151,detailed,58060.0
Computer Network Support Specialists,15-1152,detailed,90810.0
"Computer Occupations, All Other",15-1199,detailed,81790.0
Computer and Information Research Scientists,15-1111,detailed,126540.0
Computer Systems Analysts,15-1121,detailed,90150.0
Information Security Analysts,15-1122,detailed,106380.0
Computer Programmers,15-1131,detailed,94330.0
"Software Developers, Applications",15-1132,detailed,100560.0
"Software Developers, Systems Software",15-1133,detailed,112520.0
Web Developers,15-1134,detailed,84330.0
Database Administrators,15-1141,detailed,90940.0
Network and Computer Systems Administrators,15-1142,detailed,91660.0
